"YEAR","SERIAL","MONTH","CPSID","ASECFLAG","ASECWTH","STATEFIP","STATECENSUS","COUNTY","METFIPS","METRO","OWNERSHP","HHINCOME","PUBHOUS","RENTSUB","HEATSUB","HEATVAL","FOODSTMP","STAMPNO","STAMPMO","ATELUNCH","FAMINC","PERNUM","CPSIDP","CPSIDV","ASECWT","RELATE","AGE","SEX","RACE","MARST","BPL","YRIMMIG","CITIZEN","HISPAN","EMPSTAT","LABFORCE","OCC","IND","CLASSWKR","UHRSWORKT","UHRSWORK1","WHYUNEMP","EDUC","DIFFHEAR","DIFFEYE","DIFFMOB","OCCLY","INDLY","CLASSWLY","WORKLY","PENSION","FIRMSIZE","FTOTVAL","INCTOT","INCWAGE","INCBUS","INCFARM","INCSS","INCWELFR","INCRETIR","INCSSI","INCINT","INCDIVID","INCRENT","CTCCRD","ACTCCRD","ADJGINC","EITCRED","FEDTAX","FEDTAXAC","MARGTAX","STATETAX","STATAXAC","TAXINC","OFFPOV","MIGSTA1","WHYMOVE","MIGRATE1","PAIDGH","HIMCARENW","HIMCAIDNW","CAIDNW","VETLAST","UNION"
2024,54614,3,2.02301e+13,1,1579.31,28,64,0,27140,2,10,56716,0,0,1,0,1,0,0,99,600,1,2.02301e+13,2.02301e+14,1579.31,101,30,1,200,6,9900,0,1,0,10,2,9130,6170,21,40,40,0,81,1,1,1,9130,6170,22,2,1,2,56716,56716,56160,0,0,0,0,99999999,0,556,0,0,0,0,56716,0,4924,4924,12,1921,1921,42866,2,99,0,1,0,1,1,1,0,0
2024,54247,3,2.02401e+13,1,1098.24,28,64,0,99998,1,22,63015,1,1,1,0,1,0,0,99,830,2,2.02401e+13,2.02401e+14,1208.3,301,0,1,200,6,9900,0,1,0,0,0,0,0,0,999,999,0,1,0,0,0,0,0,0,0,0,0,15000,999999999,99999999,99999999,99999999,999999,999999,99999999,999999,9999999,9999999,9999999,999999,99999,99999999,9999,99999999,99999999,99,0,0,9999999,1,0,0,0,0,1,2,2,0,0
2024,54431,3,2.02413e+13,1,1434.8,28,64,0,99998,2,22,82031,1,1,1,0,1,0,0,99,841,1,2.02413e+13,2.02413e+14,1434.8,101,41,2,200,6,9900,0,1,0,10,2,2360,7890,21,40,40,0,123,1,1,1,440,6870,22,2,3,9,82031,82031,80000,0,0,0,0,99999999,0,2031,0,0,0,0,82031,0,10307,10307,22,3187,3187,68181,2,99,0,1,22,1,1,1,0,0
2024,54726,3,2.02212e+13,1,876.61,28,64,0,27140,3,10,166255,0,0,1,0,1,0,0,99,843,1,2.02212e+13,2.02212e+14,876.61,101,58,1,200,1,9900,0,1,0,10,2,5940,9490,27,40,40,0,123,1,1,1,5940,9490,27,2,3,9,166255,70020,70000,0,0,0,0,0,0,20,0,0,0,0,86375,0,6601,6601,12,2173,2173,58675,2,99,0,1,21,1,2,2,0,1
2024,53911,3,2.02401e+13,1,2342.05,28,64,0,99998,2,22,55230,1,1,1,0,1,0,0,99,830,1,2.02401e+13,2.02401e+14,2342.05,101,27,1,100,6,9900,0,1,0,10,2,150,9570,27,40,40,0,81,1,1,1,150,9570,27,2,1,9,55230,55230,55000,0,0,0,0,99999999,0,210,20,0,0,0,55230,0,4743,4743,12,1847,1847,41380,2,99,0,1,22,1,1,1,0,0
2024,54008,3,2.02413e+13,1,868.16,28,64,0,99998,1,10,120000,0,0,1,0,1,0,0,99,830,2,2.02413e+13,2.02413e+14,868.16,202,54,2,651,1,51800,1981,4,0,34,1,0,0,0,999,999,0,111,1,1,1,0,0,0,1,0,0,120000,0,0,0,0,0,0,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,99,0,1,0,1,1,1,0,0
2024,54532,3,2.02413e+13,1,799.94,28,64,0,99998,1,10,0,0,0,1,0,1,0,0,0,100,1,2.02413e+13,2.02413e+14,799.94,101,50,2,100,4,9900,0,1,0,36,1,0,0,0,999,999,0,73,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,1,0,1,2,2,0,0
2024,54124,3,2.02212e+13,1,1233.23,28,64,0,99998,3,22,29880,1,1,1,0,2,1,12,99,500,1,2.02212e+13,2.02212e+14,1233.23,101,63,1,200,4,9900,0,1,0,32,1,0,0,0,999,999,0,73,1,1,2,0,0,0,1,0,0,29880,29880,0,0,0,11160,0,0,9360,0,0,0,0,0,9360,0,0,0,0,0,0,0,2,99,0,1,0,1,2,2,10,0
2024,53661,3,2.02303e+13,1,869.43,28,64,0,99998,1,22,70724,1,1,1,0,1,0,0,4,710,8,2.02303e+13,2.02303e+14,869.43,1116,33,1,200,6,9900,0,1,0,34,1,0,0,0,999,999,0,73,1,1,1,5400,7680,22,2,1,2,10820,10820,500,0,0,0,0,99999999,10320,0,0,0,0,0,500,38,0,-38,0,0,0,0,1,99,0,1,0,2,2,2,0,0
2024,54460,3,2.02303e+13,1,1454.15,28,64,0,99998,3,10,156100,0,0,1,0,1,0,0,99,843,1,2.02303e+13,2.02303e+14,1454.15,101,44,1,100,3,9900,0,1,0,10,2,6210,2070,21,40,40,0,73,1,1,1,6210,2070,22,2,1,9,156100,156100,150000,0,0,0,0,99999999,0,1600,0,0,0,0,156100,0,27540,27540,24,6665,6665,142250,2,99,0,1,22,1,1,1,0,0
2024,55050,3,2.02413e+13,1,1162.12,28,64,0,32820,3,10,41000,0,0,1,0,1,0,0,1,740,1,2.02413e+13,2.02413e+14,1162.12,101,34,1,100,1,9900,0,1,0,10,2,8225,2970,21,40,40,0,73,1,1,1,8140,2980,22,2,1,9,41000,35000,35000,0,0,0,0,99999999,0,0,0,0,780,3200,35500,3891,0,-7091,10,295,295,7800,2,99,0,1,22,1,1,1,0,0
2024,54379,3,2.02403e+13,1,985.45,28,64,0,99998,1,10,72380,0,0,1,0,1,0,0,99,843,2,2.02403e+13,2.02403e+14,985.45,202,51,2,200,1,9900,0,1,0,10,2,140,4980,21,40,40,0,73,1,1,1,140,4980,22,2,1,8,72380,32000,32000,0,0,0,0,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,99,0,1,21,1,2,2,0,0
2024,53970,3,2.02301e+13,1,1671.91,28,64,0,99998,2,10,182500,0,0,1,0,1,0,0,99,842,2,2.02301e+13,2.02301e+14,1671.91,202,53,2,100,1,9900,0,1,0,10,2,3648,7480,21,40,40,0,81,1,1,1,3648,7480,22,2,1,2,182500,55000,55000,0,0,0,0,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,99,0,1,0,1,1,1,0,0
2024,54132,3,2.02302e+13,1,1210.13,28,64,0,99998,3,10,51000,0,0,1,0,1,0,0,1,820,1,2.02302e+13,2.02302e+14,1210.13,101,35,1,100,1,9900,0,1,0,34,1,0,0,0,999,999,0,91,1,1,1,0,0,0,1,0,0,51000,0,0,0,0,0,0,99999999,0,0,0,0,2000,0,51000,339,356,17,12,1145,1145,23300,2,99,0,1,0,1,1,1,0,0
2024,54299,3,2.02402e+13,1,1338.22,28,64,0,99998,1,21,42118,1,1,1,0,1,0,0,0,740,3,2.02402e+13,2.02402e+14,1334.09,901,5,1,100,6,9900,0,1,0,0,0,0,0,0,999,999,0,1,0,0,0,0,0,0,0,0,0,42118,999999999,99999999,99999999,99999999,999999,999999,99999999,999999,9999999,9999999,9999999,999999,99999,99999999,9999,99999999,99999999,99,0,0,9999999,2,28,3,4,0,1,2,2,0,0
2024,54096,3,2.02413e+13,1,982.91,28,64,0,99998,3,10,95700,0,0,1,0,1,0,0,99,842,1,2.02413e+13,2.02413e+14,982.91,101,39,2,200,1,9900,0,1,0,10,2,2545,7860,28,40,40,0,73,1,1,1,2545,7860,28,2,1,9,95700,45700,45600,0,0,0,0,99999999,0,100,0,0,0,0,95700,0,7720,7720,12,3455,3455,68000,2,99,0,1,0,1,1,1,0,0
2024,53823,3,2.02413e+13,1,791.02,28,64,0,99998,1,22,11904,1,1,1,0,2,1,12,99,500,1,2.02413e+13,2.02413e+14,791.02,101,76,1,200,3,9900,0,1,0,32,1,0,0,0,999,999,0,81,1,1,1,0,0,0,1,0,0,11904,11904,0,0,0,11892,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,1,0,2,2,2,0,0
2024,54865,3,2.02302e+13,1,1119.02,28,64,0,27140,3,22,106590,1,1,1,0,2,6,12,2,830,3,2.02302e+13,2.02302e+14,1153.58,301,16,2,100,6,9900,0,1,0,34,1,0,0,0,999,999,0,40,1,1,1,0,0,0,1,0,0,30590,8640,0,0,0,8640,0,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,1,0,1,2,2,0,0
2024,54142,3,2.02401e+13,1,1956.51,28,64,0,99998,2,22,106059,1,1,1,0,1,0,0,99,842,1,2.02401e+13,2.02401e+14,1956.51,101,27,2,100,6,9900,0,1,0,10,2,4850,3960,21,997,997,0,123,1,1,1,4850,3960,22,2,3,9,64059,64059,64000,0,0,0,0,99999999,0,59,0,0,0,0,64059,0,6353,6353,22,2288,2288,50209,2,22,4,5,10,1,1,1,0,0
2024,54236,3,2.02402e+13,1,1038.47,28,64,0,99998,3,10,62396,0,0,1,0,1,0,0,99,830,1,2.02402e+13,2.02402e+14,1038.47,101,85,1,100,1,9900,0,1,0,36,1,0,0,0,999,999,0,73,2,1,1,0,0,0,1,0,0,62396,27303,0,0,0,22679,0,0,0,700,0,0,0,0,29732,0,0,0,0,0,0,0,2,99,0,1,0,2,1,1,7,0
2024,54042,3,2.02303e+13,1,1489.65,28,64,0,99998,3,10,184360,0,0,1,0,1,0,0,99,843,1,2.02303e+13,2.02303e+14,1489.65,101,76,1,100,4,9900,0,1,0,10,2,3090,8191,21,40,40,0,124,1,1,1,3090,8191,22,2,1,9,184360,172000,150000,0,0,22000,0,0,0,0,0,0,0,0,168700,0,28898,28898,24,5764,5764,147910,2,99,0,1,0,2,1,1,0,0
2024,53496,3,2.02212e+13,1,1342.37,28,64,0,99998,1,10,38005,0,0,1,0,2,4,12,1,740,3,2.02212e+13,2.02212e+14,1229.62,301,9,2,200,6,9900,0,1,0,0,0,0,0,0,999,999,0,1,0,0,0,0,0,0,0,0,0,38005,999999999,99999999,99999999,99999999,999999,999999,99999999,999999,9999999,9999999,9999999,999999,99999,99999999,9999,99999999,99999999,99,0,0,9999999,1,99,0,1,0,1,2,2,0,0
2024,54917,3,2.02413e+13,1,954.25,28,64,0,32820,3,10,36600,0,0,1,0,1,0,0,99,600,1,2.02413e+13,2.02413e+14,954.25,101,54,2,200,1,9900,0,1,0,32,1,0,0,0,999,999,0,73,1,1,1,0,0,0,1,0,0,36600,15600,0,0,0,15600,0,99999999,0,0,0,0,0,0,21000,246,0,-246,0,0,0,0,2,99,0,1,0,2,2,2,0,0
2024,54574,3,2.02413e+13,1,1110.4,28,64,0,99998,1,10,82017,0,0,1,0,1,0,0,0,830,4,2.02413e+13,2.02413e+14,1602.01,301,5,1,100,6,9900,0,1,0,0,0,0,0,0,999,999,0,1,0,0,0,0,0,0,0,0,0,82017,999999999,99999999,99999999,99999999,999999,999999,99999999,999999,9999999,9999999,9999999,999999,99999,99999999,9999,99999999,99999999,99,0,0,9999999,2,99,0,1,0,1,1,1,0,0
2024,53496,3,2.02212e+13,1,1342.37,28,64,0,99998,1,10,38005,0,0,1,0,2,4,12,1,740,1,2.02212e+13,2.02212e+14,1342.37,101,28,2,200,1,9900,0,1,0,34,1,0,0,0,999,999,0,91,1,1,1,0,0,0,1,0,0,38005,0,0,0,0,0,0,99999999,0,0,0,0,1031,5325,38005,5348,0,-10673,10,270,270,10305,1,99,0,1,0,1,1,1,0,0
2024,55003,3,2.02312e+13,1,1118.12,28,64,0,32820,3,10,130003,0,0,1,0,1,0,0,0,842,1,2.02312e+13,2.02312e+14,1118.12,101,36,1,100,1,9900,0,1,0,1,0,0,0,26,999,999,0,111,0,0,0,9840,9890,25,2,3,9,130003,130002,130000,0,0,0,0,99999999,0,2,0,0,4000,0,130003,0,9122,9122,22,5020,5020,102303,2,28,9,3,0,1,1,1,0,0
2024,53600,3,2.02402e+13,1,919.64,28,64,0,99998,3,10,287262,0,0,1,0,1,0,0,2,842,4,2.02402e+13,2.02402e+14,1145.73,301,12,1,100,6,9900,0,1,0,0,0,0,0,0,999,999,0,1,0,0,0,0,0,0,0,0,0,287262,999999999,99999999,99999999,99999999,999999,999999,99999999,999999,9999999,9999999,9999999,999999,99999,99999999,9999,99999999,99999999,99,0,0,9999999,2,99,0,1,0,1,1,1,0,0
2024,54848,3,2.02413e+13,1,1201.26,28,64,0,27140,3,10,149532,0,0,1,0,1,0,0,99,842,3,2.02413e+13,2.02413e+14,1013.39,301,1,2,100,6,9900,0,1,0,0,0,0,0,0,999,999,0,1,0,0,0,0,0,0,0,0,0,149532,999999999,99999999,99999999,99999999,999999,999999,99999999,999999,9999999,9999999,9999999,999999,99999,99999999,9999,99999999,99999999,99,0,0,9999999,2,99,0,1,0,1,1,1,0,0
2024,53962,3,2.02212e+13,1,1311.68,28,64,0,99998,3,22,14244,2,0,1,0,2,1,12,99,500,1,2.02212e+13,2.02212e+14,1311.68,101,44,1,200,4,9900,0,1,0,32,1,0,0,0,999,999,0,73,1,1,1,0,0,0,1,0,0,14244,14244,0,0,0,10440,0,99999999,3792,12,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,1,0,1,2,2,0,0
2024,54581,3,2.02413e+13,1,1199.06,28,64,0,27140,2,22,52000,1,1,1,0,1,0,0,99,720,1,2.02413e+13,2.02413e+14,1199.06,101,43,2,200,6,9900,0,1,0,10,2,3645,8090,21,40,40,0,81,1,1,1,3645,8090,22,2,3,7,52000,52000,52000,0,0,0,0,99999999,0,0,0,0,0,0,52000,0,3461,3461,12,773,773,30677,2,99,0,1,10,1,1,1,0,0
2024,54273,3,2.02313e+13,1,590.43,28,64,0,99998,1,10,45600,0,0,1,0,1,0,0,99,740,2,2.02313e+13,2.02313e+14,590.43,202,73,1,200,1,9900,0,1,0,32,1,0,0,0,999,999,0,60,1,1,2,0,0,0,1,0,0,45600,15600,0,0,0,15600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,99,0,1,0,2,2,2,0,0
2024,54009,3,2.02413e+13,1,1026.83,28,64,0,99998,1,10,165500,0,0,1,0,1,0,0,0,843,3,2.02413e+13,2.02413e+14,1116.34,301,6,2,100,6,9900,0,1,0,0,0,0,0,0,999,999,0,1,0,0,0,0,0,0,0,0,0,165500,999999999,99999999,99999999,99999999,999999,999999,99999999,999999,9999999,9999999,9999999,999999,99999,99999999,9999,99999999,99999999,99,0,0,9999999,2,99,0,1,0,1,1,1,0,0
2024,53457,3,2.02212e+13,1,786.05,28,64,0,99998,1,10,191699,0,0,1,0,1,0,0,1,830,6,2.02212e+13,2.02212e+14,910.7,301,18,2,100,6,9900,0,1,0,34,1,0,0,0,999,999,0,60,1,1,1,0,0,0,1,0,0,191699,0,0,0,0,0,0,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,99,0,1,0,1,1,1,0,0
2024,53618,3,2.02302e+13,1,1163.95,28,64,0,99998,3,10,97800,0,0,1,0,1,0,0,99,830,2,2.02302e+13,2.02302e+14,1163.95,202,67,2,100,1,9900,0,1,0,36,1,0,0,0,999,999,0,111,1,1,1,0,0,0,1,0,0,97800,41800,0,0,0,14400,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,2,99,0,1,0,2,1,1,0,0
2024,53883,3,2.02413e+13,1,752.46,28,64,0,99998,1,22,0,2,0,2,2000,1,0,0,99,600,1,2.02413e+13,2.02413e+14,752.46,101,74,2,200,5,9900,0,1,0,36,1,0,0,0,999,999,0,73,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,1,0,2,1,1,0,0
2024,54019,3,2.02312e+13,1,887.43,28,64,0,99998,3,10,96153,0,0,1,0,1,0,0,1,740,2,2.02312e+13,2.02312e+14,887.43,202,59,1,100,1,9900,0,1,0,10,2,7315,770,14,40,40,0,92,1,1,1,7315,770,14,2,1,1,96153,26500,26000,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,2,99,0,1,0,1,1,1,0,0
2024,53402,3,2.02413e+13,1,1412.37,28,64,0,99998,1,22,46200,1,1,1,0,1,0,0,3,210,5,2.02413e+13,2.02413e+14,1412.37,1116,40,1,200,6,9900,0,1,0,10,2,8365,3895,21,40,40,0,73,1,1,1,8365,3895,22,2,2,7,24000,24000,24000,0,0,0,0,99999999,0,0,0,0,0,0,24000,0,1015,1015,10,285,285,10150,2,99,0,1,0,1,1,1,0,0
2024,53592,3,2.02301e+13,1,1171.26,28,64,0,99998,1,10,23224,0,0,1,0,1,0,0,99,500,1,2.02301e+13,2.02301e+14,1171.26,101,80,2,100,5,9900,0,1,0,36,1,0,0,0,999,999,0,73,1,1,1,0,0,0,1,0,0,23224,23224,0,0,0,18000,0,0,0,2224,0,0,0,0,8224,0,0,0,0,0,0,0,2,99,0,1,0,2,1,1,0,0
2024,54849,3,2.02413e+13,1,1584.61,28,64,0,27140,3,10,214250,0,0,1,0,1,0,0,99,843,2,2.02413e+13,2.02413e+14,1584.61,202,24,2,200,1,9900,0,1,0,10,2,800,7280,21,40,40,0,111,1,1,1,800,7280,22,2,1,5,214250,62400,62000,0,0,0,0,99999999,0,400,0,0,0,0,0,0,0,0,0,0,0,0,2,99,0,1,0,1,1,1,12,0
2024,54717,3,2.02413e+13,1,1411.09,28,64,0,27140,2,22,33000,1,1,1,0,1,0,0,4,430,3,2.02413e+13,2.02413e+14,1294.2,301,12,1,200,6,9900,0,1,0,0,0,0,0,0,999,999,0,1,0,0,0,0,0,0,0,0,0,33000,999999999,99999999,99999999,99999999,999999,999999,99999999,999999,9999999,9999999,9999999,999999,99999,99999999,9999,99999999,99999999,99,0,0,9999999,1,99,0,1,0,1,2,2,0,0
2024,55045,3,2.02212e+13,1,1791.05,28,64,0,32820,3,10,214354,0,0,1,0,1,0,0,99,843,2,2.02212e+13,2.02212e+14,1791.05,1116,47,2,100,4,9900,0,1,0,10,2,850,7870,21,40,40,0,111,1,1,1,910,7071,22,2,1,9,120000,120000,1e+05,0,0,0,0,99999999,0,20000,0,0,0,0,120000,0,18876,18876,24,5085,5085,106150,2,99,0,1,21,1,1,1,0,1
2024,54046,3,2.02402e+13,1,1511.73,28,64,0,99998,1,22,137341,1,1,1,0,1,0,0,99,842,2,2.02402e+13,2.02402e+14,1511.73,202,57,2,100,1,9900,0,1,0,10,2,5740,6390,21,40,40,0,81,1,1,1,5740,6390,22,2,1,2,137341,21011,21000,0,0,0,0,99999999,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,99,0,1,0,1,1,1,0,0
2024,54911,3,2.02402e+13,1,1022.59,28,64,0,32820,3,10,13128,0,0,1,0,1,0,0,99,470,1,2.02402e+13,2.02402e+14,1022.59,101,85,1,100,5,9900,0,1,0,36,1,0,0,0,999,999,0,30,2,2,1,0,0,0,1,0,0,13128,13128,0,0,0,13128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,1,0,2,1,1,0,0
2024,53530,3,2.02413e+13,1,751.89,28,64,0,99998,1,10,77751,0,0,1,0,1,0,0,0,740,2,2.02413e+13,2.02413e+14,751.89,202,56,2,100,1,9900,0,1,0,32,1,0,0,0,999,999,0,111,1,1,2,0,0,0,1,0,0,77751,15324,0,0,0,15312,0,99999999,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,99,0,1,22,2,1,1,0,0
2024,55018,3,2.02413e+13,1,1511.67,28,64,0,32820,3,22,107880,1,1,1,0,1,0,0,0,820,3,2.02413e+13,2.02413e+14,2008.82,301,13,2,200,6,9900,0,1,0,0,0,0,0,0,999,999,0,1,0,0,0,0,0,0,0,0,0,107880,999999999,99999999,99999999,99999999,999999,999999,99999999,999999,9999999,9999999,9999999,999999,99999,99999999,9999,99999999,99999999,99,0,0,9999999,2,99,0,1,0,1,1,1,0,0
2024,54019,3,2.02312e+13,1,887.43,28,64,0,99998,3,10,96153,0,0,1,0,1,0,0,1,740,4,2.02312e+13,2.02312e+14,1192.83,901,12,1,100,6,9900,0,1,0,0,0,0,0,0,999,999,0,1,0,0,0,0,0,0,0,0,0,96153,999999999,99999999,99999999,99999999,999999,999999,99999999,999999,9999999,9999999,9999999,999999,99999,99999999,9999,99999999,99999999,99,0,0,9999999,2,99,0,1,0,1,1,1,0,0
2024,54863,3,2.02212e+13,1,1522.53,28,64,0,27140,3,10,48079,0,0,1,0,1,0,0,99,500,1,2.02212e+13,2.02212e+14,1522.53,101,80,2,100,5,9900,0,1,0,36,1,0,0,0,999,999,0,92,1,1,1,0,0,0,1,0,0,48079,20579,0,0,0,16379,0,0,0,0,0,0,0,0,4200,0,0,0,0,0,0,0,2,99,0,1,0,2,2,2,0,0
2024,53502,3,2.02312e+13,1,1050.02,28,64,0,99998,1,10,33266,0,0,1,0,1,0,0,99,710,1,2.02312e+13,2.02312e+14,1050.02,101,58,1,200,6,9900,0,1,0,10,2,7750,3895,21,40,40,0,60,1,1,1,7750,3895,22,2,3,7,33266,33266,33254,0,0,0,0,0,0,12,0,0,0,0,33266,0,2110,2110,12,748,748,19416,2,99,0,1,21,1,1,1,0,3
2024,53403,3,2.02413e+13,1,1524.05,28,64,0,99998,1,22,44927,1,1,1,0,1,0,0,99,720,3,2.02413e+13,2.02413e+14,1524.05,1116,27,2,200,6,9900,0,1,0,10,2,7750,2380,21,40,40,0,73,1,1,1,7750,2380,22,2,2,7,27000,27000,27000,0,0,0,0,99999999,0,0,0,0,0,0,27000,0,1358,1358,12,435,435,13150,2,99,0,1,21,1,1,1,0,0
2024,53483,3,2.02301e+13,1,1171.26,28,64,0,99998,1,10,19604,0,0,1,0,1,0,0,99,600,1,2.02301e+13,2.02301e+14,1171.26,101,85,2,100,5,9900,0,1,0,36,1,0,0,0,999,999,0,73,2,1,1,0,0,0,1,0,0,19604,19604,0,0,0,7750,0,0,0,10,0,0,0,0,11854,0,0,0,0,0,0,0,2,99,0,1,0,2,1,1,0,0
2024,54479,3,2.02401e+13,1,1751.98,28,64,0,99998,1,10,241561,0,0,1,0,1,0,0,99,842,1,2.02401e+13,2.02401e+14,1751.98,101,29,1,100,1,9900,0,1,0,10,2,1460,9570,25,45,45,0,111,1,1,1,1410,3490,22,2,3,9,241561,221561,218000,0,0,0,0,99999999,0,2060,1,1500,2000,0,241561,0,36127,36127,24,9831,9831,213861,2,99,0,1,21,1,1,1,0,0
2024,25198,3,2.02413e+13,1,2214.72,29,43,0,99998,1,10,63684,0,0,1,0,1,0,0,1,730,2,2.02413e+13,2.02413e+14,2214.72,202,57,2,100,1,9900,0,1,0,12,2,5240,5070,21,20,20,0,73,1,1,1,5240,5070,22,2,1,1,63684,22000,10000,0,0,0,0,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,99,0,1,0,1,2,2,0,0
2024,25226,3,2.02212e+13,1,1825.6,29,43,0,99998,1,10,36415,0,0,1,0,1,0,0,99,820,1,2.02212e+13,2.02212e+14,1825.6,101,47,2,100,5,9900,0,1,0,10,2,4700,4880,21,40,40,0,92,1,1,1,4700,4880,22,2,1,1,36415,26415,26400,0,0,0,0,99999999,0,15,0,0,0,0,26415,0,1288,1288,12,423,423,12565,2,99,0,1,0,1,1,1,0,1
2024,25426,3,2.02312e+13,1,3401.79,29,43,0,99998,1,10,268529,0,0,1,0,1,0,0,99,842,1,2.02312e+13,2.02312e+14,3401.79,101,63,2,100,1,9900,0,1,0,10,2,205,170,14,50,50,0,111,1,1,1,205,170,14,2,1,1,268529,116025,1e+05,0,0,0,0,0,0,12025,4000,0,0,0,268529,0,44014,44014,24,11738,11738,240829,2,99,0,1,0,1,1,1,0,0
2024,26240,3,2.02303e+13,1,7231.91,29,43,0,41180,2,10,63431,0,0,1,0,1,0,0,99,820,1,2.02303e+13,2.02303e+14,7231.91,101,56,2,100,6,9900,0,1,0,10,2,420,9170,21,40,40,0,123,1,1,1,420,9170,22,2,1,2,63431,63431,57000,0,0,0,0,99999999,0,6431,0,0,0,0,63431,0,6215,6215,22,2225,2225,49581,2,99,0,1,22,1,1,1,0,0
2024,25510,3,2.02313e+13,1,2540.23,29,43,0,99998,4,10,47950,0,0,1,0,2,1,12,1,740,3,2.02313e+13,2.02313e+14,2282.19,701,18,2,100,6,9900,0,1,100,34,1,4140,8690,21,999,999,0,71,1,1,1,4140,8690,22,2,1,2,47950,14000,14000,0,0,0,0,99999999,0,0,0,0,0,0,14000,0,15,15,10,0,0,150,2,99,0,1,0,1,2,2,0,0
2024,25777,3,2.02401e+13,1,6031.68,29,43,0,28140,2,22,21600,1,1,1,0,1,0,0,99,710,1,2.02401e+13,2.02401e+14,6031.68,101,20,1,100,6,60099,2021,5,0,10,2,4055,8680,21,20,20,0,60,1,1,1,4055,8680,22,2,1,9,12500,12500,12500,0,0,0,0,99999999,0,0,0,0,0,0,12500,0,0,0,0,0,0,0,1,99,0,1,0,1,1,1,0,0
2024,26308,3,2.02402e+13,1,5073.07,29,43,0,44180,3,22,11500,2,0,1,0,2,2,12,3,740,2,2.02402e+13,2.02402e+14,4465.36,301,13,2,100,6,9900,0,1,0,0,0,0,0,0,999,999,0,1,0,0,0,0,0,0,0,0,0,11500,999999999,99999999,99999999,99999999,999999,999999,99999999,999999,9999999,9999999,9999999,999999,99999,99999999,9999,99999999,99999999,99,0,0,9999999,1,99,0,1,0,1,2,2,0,0
2024,25354,3,2.02413e+13,1,2391.34,29,43,0,99998,1,22,90642,1,1,1,0,1,0,0,0,830,1,2.02413e+13,2.02413e+14,2391.34,101,20,1,100,6,9900,0,1,0,10,2,6230,770,21,40,40,0,73,1,1,1,6230,770,22,2,1,7,80641,80641,80000,0,0,0,0,99999999,0,1,0,0,0,0,80001,0,9861,9861,22,2639,2639,66151,2,29,17,3,22,1,1,1,0,0
2024,25621,3,2.02403e+13,1,2320.43,29,43,0,28140,3,10,30180,0,0,2,3000,2,4,12,0,730,3,2.02403e+13,2.02403e+14,2563.78,301,18,1,100,6,9900,0,1,0,34,1,0,0,0,999,999,0,73,1,1,1,0,0,0,1,0,0,30180,1,0,0,0,0,0,99999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,1,0,1,1,1,0,0
2024,25610,3,2.02312e+13,1,2566.3,29,43,0,99998,1,10,134020,0,0,1,0,1,0,0,0,842,3,2.02312e+13,2.02312e+14,3496.05,301,6,2,100,6,9900,0,1,0,0,0,0,0,0,999,999,0,1,0,0,0,0,0,0,0,0,0,134020,999999999,99999999,99999999,99999999,999999,999999,99999999,999999,9999999,9999999,9999999,999999,99999,99999999,9999,99999999,99999999,99,0,0,9999999,2,99,0,1,0,1,1,1,0,0
2024,25327,3,2.02212e+13,1,3055.82,29,43,0,99998,1,10,0,0,0,1,0,1,0,0,99,841,1,2.02212e+13,2.02212e+14,3055.82,101,61,2,100,1,9900,0,1,0,36,1,0,0,0,999,999,0,73,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,1,0,1,1,1,0,0
2024,26020,3,2.02212e+13,1,2316.1,29,43,29189,41180,3,22,68500,1,1,1,0,1,0,0,0,720,3,2.02212e+13,2.02212e+14,2732.95,301,16,2,200,6,9900,0,1,0,34,1,0,0,0,999,999,0,40,1,1,1,0,0,0,1,0,0,68500,0,0,0,0,0,0,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,99,0,1,0,1,2,2,0,0
